feature,importance
lag_1,53.01387706972705
median_lag_3w,52.030495275170196
hour,12.687965211250356
lag_24,12.193143395060284
dayofweek,4.418933068346104
zone_138,1.0206283125233926
zone_132,0.5593379330722305
is_holiday,0.5040225305597202
zone_148,0.3968827764926945
zone_80,0.37508303853242153
zone_79,0.35403352689129874
zone_36,0.33945912760207514
zone_230,0.3165425493564553
zone_161,0.30764753043233456
zone_255,0.2865428938814962
zone_37,0.27451745456759075
zone_246,0.2348855616193277
zone_162,0.19787516810929445
zone_256,0.19658082456790563
zone_249,0.19423524528580197
zone_48,0.187470144000659
zone_112,0.16617506512166139
zone_236,0.15656959761894249
zone_68,0.15457056080023518
zone_76,0.15261839541150823
zone_164,0.15251345397643265
zone_163,0.1468121105083821
zone_237,0.14514084418225873
zone_216,0.13672469524397204
zone_234,0.13638575181733467
zone_231,0.12689312656118718
zone_144,0.11632940187718224
zone_39,0.11487056524732536
zone_142,0.10844864658596064
zone_61,0.10718289874278149
zone_129,0.10079960518919727
zone_97,0.09807308532872586
zone_42,0.09720060378641861
zone_141,0.0962000621344718
zone_168,0.09090807585679701
zone_7,0.08915868544665045
zone_145,0.08833955315403727
zone_181,0.08751142741977717
zone_244,0.08487187535193022
zone_95,0.08481085508757935
zone_170,0.07978557173566489
zone_130,0.07259603989033793
zone_225,0.06771906514594409
zone_89,0.06317181830580353
zone_74,0.06315327305960727
zone_41,0.05800815471418541
zone_82,0.05798444653720534
zone_90,0.0514327839181591
zone_17,0.05082231566811044
zone_188,0.04843496187486714
zone_107,0.0396989797870794
