feature,importance
median_lag_3w,52.48650709410448
lag_1,50.090429899435335
hour,12.198183138791746
lag_24,9.999251800619707
lag_168,6.47822678724501
dayofweek,3.8178821562033236
zone_138,0.6016179740010417
zone_132,0.5321344677591755
is_holiday,0.5245307836098557
zone_80,0.3589728974410521
zone_148,0.33852264140940264
zone_36,0.3002852764046655
zone_79,0.2854838269028427
zone_230,0.2693546064899882
zone_161,0.2659511747158473
zone_255,0.2476171608526822
zone_246,0.22524725503941503
zone_37,0.20972850668566617
zone_249,0.1858812511386171
zone_256,0.1764100094651035
zone_76,0.168888560421918
zone_162,0.1660709379369601
zone_48,0.1498042270677042
zone_236,0.14733396781275798
zone_237,0.13820427787611858
zone_163,0.13091551743187144
zone_68,0.13066579479617205
zone_112,0.13058721104863574
zone_216,0.12225639103398342
zone_234,0.11813082589628832
zone_39,0.11759485041012929
zone_231,0.11160723711611811
zone_164,0.10785267061166993
zone_144,0.10231915499106395
zone_97,0.10201206961801823
zone_129,0.09825182187924944
zone_170,0.08886020509551007
zone_42,0.08706891968017355
zone_61,0.08509277125981393
zone_244,0.08290227366245374
zone_95,0.07887174734128044
zone_142,0.07877914388411865
zone_141,0.07810105300018871
zone_168,0.07582946544442026
zone_89,0.07311543671155286
zone_130,0.06805105998628218
zone_74,0.065278710507617
zone_181,0.05925194621699733
zone_145,0.05922963775506216
zone_7,0.059216612343313955
zone_188,0.052256230508098994
zone_41,0.051304449761709316
zone_225,0.0509344540169852
zone_90,0.05021655571380049
zone_82,0.04598831287659265
zone_17,0.03207342214013889
zone_107,0.025809548531935837
