feature,importance
median_lag_3w,54.231194
lag_1,50.87939
hour,11.8031225
lag_24,9.404132
lag_168,4.813328
dayofweek,3.8509493
zone_138,0.5916311
zone_132,0.5410284
is_holiday,0.49467862
zone_80,0.35145774
zone_148,0.33136773
zone_36,0.29061452
zone_79,0.2902976
zone_230,0.28716972
zone_161,0.26399073
zone_255,0.24955301
zone_246,0.24162012
zone_37,0.21907595
zone_249,0.18709415
zone_162,0.18524152
zone_256,0.17977004
zone_112,0.16559726
zone_76,0.16060679
zone_163,0.15093718
zone_234,0.14628561
zone_48,0.14368327
zone_237,0.14339931
zone_236,0.14280705
zone_216,0.14226948
zone_68,0.13666137
zone_164,0.13664088
zone_39,0.12872717
zone_144,0.12540944
zone_129,0.12514491
zone_95,0.11614061
zone_97,0.11464911
zone_231,0.10211413
zone_61,0.09761748
zone_145,0.097402215
zone_42,0.096724294
zone_170,0.09388453
zone_142,0.08761744
zone_168,0.08682879
zone_74,0.08247674
zone_141,0.079519086
zone_181,0.0787298
zone_130,0.07688001
zone_244,0.07595904
zone_225,0.063779876
zone_82,0.06201197
zone_7,0.060438648
zone_89,0.06007025
zone_188,0.046768904
zone_41,0.044886734
zone_17,0.042237688
zone_90,0.037911735
zone_107,0.028825589
