feature,importance
median_lag_3w,57.21968558135233
lag_1,52.540277873647035
hour,13.131119232752646
lag_24,12.270259342908274
dayofweek,4.906624905903442
zone_138,1.0654335431434554
is_holiday,0.7577668917676392
zone_132,0.6337603128339634
zone_148,0.41039567204241595
zone_80,0.4064381087643797
zone_79,0.3702947322246393
zone_37,0.3575811869114368
zone_36,0.33870711177399027
zone_230,0.3269327910949618
zone_161,0.29199322366619956
zone_255,0.28851962621359745
zone_246,0.2472249123899506
zone_256,0.20526393709286764
zone_249,0.19922538459141448
zone_162,0.18725885944611126
zone_48,0.1793182314656709
zone_112,0.16909176323087877
zone_76,0.16882949917528914
zone_236,0.16469902095438207
zone_68,0.15689348891257263
zone_237,0.13934620349269639
zone_164,0.13618763121879535
zone_216,0.13492066149962875
zone_234,0.13209022160772851
zone_163,0.13025599270527072
zone_231,0.1261877160834975
zone_142,0.11539528033289918
zone_144,0.11461352774353072
zone_61,0.11301268862024727
zone_39,0.11080480233058763
zone_129,0.10891952346851551
zone_168,0.10503360027280048
zone_97,0.10097144560989722
zone_244,0.10029779258648913
zone_141,0.1000928591237498
zone_145,0.09521770988953888
zone_95,0.0920365248252323
zone_42,0.08987226144204642
zone_170,0.08879886265321371
zone_7,0.08606515217075461
zone_181,0.0832914904278067
zone_130,0.07654030757783147
zone_225,0.07578620303066742
zone_41,0.06732946507556557
zone_17,0.06209252971710626
zone_89,0.060313748138087
zone_74,0.05623642597525111
zone_82,0.054704154286673794
zone_90,0.04878061998607568
zone_188,0.042671213843255285
zone_107,0.030925777311460127
