feature,importance
lag_1,61.58046998993078
lag_168,24.748936356147897
lag_336,20.789028305329822
hour,13.241123241721803
lag_24,10.65214257771492
lag_504,8.45691984349991
dayofweek,4.166867487903756
is_holiday,0.832459831398661
zone_138,0.7013305986055776
zone_132,0.5966397352395946
zone_80,0.36734490527315666
zone_148,0.323974785528088
zone_36,0.3094806493634562
zone_37,0.257973170791128
zone_79,0.24787260875769565
zone_230,0.24341876649344382
zone_161,0.23874183802270446
zone_255,0.23187554012501937
zone_246,0.20868616983584048
zone_249,0.1859121583439295
zone_76,0.18271598797502042
zone_256,0.17386177528811253
zone_236,0.14582880607134446
zone_162,0.14490409081761113
zone_48,0.14470421011975662
zone_237,0.13913701105904316
zone_216,0.12563641311686702
zone_112,0.12445584032770059
zone_144,0.11585202934957188
zone_68,0.11529412849575335
zone_129,0.10597335112034381
zone_97,0.10573193764166931
zone_61,0.10372141315635654
zone_234,0.10279026185813454
zone_231,0.10171813947046457
zone_163,0.09944296023897085
zone_39,0.0965009742007031
zone_142,0.08811945139861257
zone_164,0.08760304276594671
zone_244,0.08663188472949306
zone_170,0.08519039586071804
zone_95,0.08334280123944225
zone_168,0.07948383126183674
zone_42,0.07816465235125988
zone_181,0.07607344949360555
zone_89,0.07153213296170294
zone_130,0.06661192441860764
zone_141,0.058936624728373826
zone_225,0.058844182462855985
zone_7,0.05773033359231483
zone_145,0.0507819472832556
zone_90,0.050284952437634395
zone_82,0.04966535408516382
zone_74,0.04912678567644852
zone_41,0.046292438467576406
zone_17,0.040984652405595776
zone_188,0.03792862535287281
zone_107,0.03327498561620625
