feature,importance
median_lag_3w,55.92336949418431
lag_1,50.93375391750913
hour,12.543859461213534
lag_24,10.135995680158864
lag_168,7.165482340527334
dayofweek,4.1956410368212085
is_holiday,0.7507893615599446
zone_138,0.6483863526063276
zone_132,0.5689300298782503
zone_80,0.37694152661277414
zone_148,0.32779318620165643
zone_36,0.3133640405171591
zone_37,0.26275100236460064
zone_230,0.2580869600678647
zone_79,0.2563528255191617
zone_161,0.252062469002979
zone_255,0.24476409941752214
zone_246,0.2247259116400363
zone_249,0.18944854359558336
zone_76,0.18480240612851748
zone_256,0.17477287766447333
zone_236,0.15827749733701302
zone_48,0.15564318684266434
zone_112,0.15097692522610923
zone_162,0.14700306295997317
zone_237,0.14175230826772528
zone_68,0.13080821380963661
zone_216,0.12624515198671982
zone_231,0.12101012089133575
zone_97,0.11415302412295691
zone_144,0.11403305585828871
zone_234,0.11286061063614158
zone_163,0.10326194713765112
zone_39,0.10278640797335085
zone_129,0.10034510651348959
zone_61,0.09959382356203172
zone_95,0.0953688848596318
zone_164,0.0952794213825427
zone_244,0.08995081376415592
zone_170,0.0899121910215479
zone_168,0.0897284486745324
zone_142,0.0852945684335065
zone_42,0.08460139466602837
zone_181,0.07647259493670565
zone_130,0.07544552902621877
zone_89,0.07489485606347389
zone_141,0.07167625767402742
zone_7,0.06540415814578883
zone_145,0.06505074822560476
zone_225,0.06325466971513058
zone_74,0.05798631007104175
zone_90,0.05338341402267346
zone_41,0.051351117564950394
zone_82,0.04849778955116573
zone_188,0.04782316012777907
zone_17,0.04307039268848762
zone_107,0.033680877598051995
