feature,importance
median_lag_3w,52.37814556083214
lag_1,45.988733250898626
hour,11.23197921173218
lag_24,9.878476513890638
lag_168,6.172192659734616
dayofweek,3.597166834113864
zone_138,0.5943780254858945
zone_132,0.48432460789287207
is_holiday,0.4567033413785029
zone_80,0.3791406054752311
zone_148,0.33132933946287463
zone_36,0.28885758506778475
zone_79,0.2611676439110824
zone_255,0.24394124485589774
zone_161,0.23657140115316605
zone_230,0.23183533411515822
zone_37,0.22406546793622925
zone_246,0.1927456359415853
zone_256,0.18272270939535695
zone_236,0.15574009418420035
zone_249,0.15347584450053134
zone_76,0.14241863810163394
zone_112,0.13798436557998958
zone_162,0.1347318941521105
zone_48,0.13246666901627419
zone_237,0.11692360289220995
zone_231,0.11478758080760772
zone_164,0.11003329795615095
zone_163,0.10970287465864877
zone_144,0.10553693051776765
zone_234,0.10530119820359114
zone_68,0.10194196929525853
zone_97,0.09829782995348572
zone_216,0.0959713702488994
zone_129,0.09045829959254177
zone_141,0.08713972608048898
zone_244,0.08337595311514945
zone_39,0.0809048724399253
zone_145,0.08078780557944944
zone_42,0.07734060114447674
zone_170,0.07700256094184854
zone_168,0.07567562187661611
zone_61,0.0747413992439718
zone_142,0.06910347534198279
zone_225,0.06692432213593072
zone_7,0.06321169029386574
zone_181,0.05864163543836738
zone_95,0.05554524921346548
zone_130,0.05300839292642514
zone_90,0.052467805698991024
zone_17,0.05111171215542642
zone_74,0.04945395932809934
zone_89,0.048696331151449
zone_82,0.042679457887570875
zone_188,0.03505736845163981
zone_41,0.03283719718826541
zone_107,0.02774895591994021
