feature,importance
median_lag_3w,51.95475843065944
lag_1,44.8248936692669
hour,11.997853367294638
lag_24,11.115814359350406
dayofweek,4.2194063468834475
zone_138,0.9083275528404798
zone_132,0.5364230037501339
zone_80,0.3992521784491078
zone_148,0.37405367611151846
zone_36,0.33701295275232646
zone_79,0.33470725344272706
zone_37,0.3096882683856866
zone_255,0.27446328536296194
zone_161,0.2694606306430334
zone_230,0.2680280982843603
zone_256,0.19993937456727962
zone_246,0.19274731741900833
is_holiday,0.18968506173530103
zone_236,0.18928487418513304
zone_249,0.18158071215686597
zone_162,0.17516043818166369
zone_48,0.1725969612761267
zone_112,0.15761472713241043
zone_237,0.14772509028086678
zone_164,0.14294310021952852
zone_234,0.13006602009811288
zone_163,0.12232098222734135
zone_216,0.11943663036641063
zone_76,0.11662143766855072
zone_231,0.11158363846833806
zone_68,0.11075595657507481
zone_141,0.11067151786087584
zone_129,0.10834252949378881
zone_97,0.10474812754727518
zone_39,0.10400804612029785
zone_144,0.10351226899929697
zone_7,0.1009056709038823
zone_61,0.09733353801003805
zone_142,0.09593565339372202
zone_95,0.09296295655445462
zone_145,0.09216265648723086
zone_168,0.08009773094960915
zone_244,0.07887116975646886
zone_170,0.0777353380489988
zone_181,0.07703735454434522
zone_42,0.07658210396557395
zone_74,0.07373423985753885
zone_225,0.06381101502676531
zone_41,0.06236946931020418
zone_82,0.05963269287465354
zone_90,0.05620659679441929
zone_130,0.05597946608953345
zone_89,0.05397492412438683
zone_188,0.05118253603993397
zone_107,0.04242039945842495
zone_17,0.03468998360376065
